Molecule name,Salt_Solvent_ID
Molecule_1565,0
Molecule_1566,0
Molecule_1567,170
Molecule_1568,0
Molecule_1569,0
Molecule_1570,0
Molecule_1571,110
Molecule_1572,0
Molecule_1573,0
Molecule_1574,0
Molecule_1575,0
Molecule_1576,0
Molecule_1577,0
Molecule_1578,0
Molecule_1580,0
Molecule_1581,0
Molecule_1582,0
Molecule_1583,190
Molecule_1584,170
Molecule_1585,170
Molecule_1586,0
Molecule_1587,0
Molecule_1588,0
Molecule_1589,0
Molecule_1590,1774
Molecule_1591,0
Molecule_1592,0
Molecule_1593,0
Molecule_1594,0
Molecule_1595,0
Molecule_1598,110
Molecule_1599,350
Molecule_1600,0
Molecule_1601,0
Molecule_1604,110
Molecule_1605,0
Molecule_1606,0
Molecule_1607,0
Molecule_1608,0
Molecule_1609,0
Molecule_1610,0
Molecule_1611,0
Molecule_1612,0
